Container,Batch Name,Number of Ballots
Election Day,ED-Crawfordville ICP 1 - 0,181
Election Day,ED-Sharon ICP 1 - 0,67
Advance Voting,AV-Elections Office ICP 1 - 0,266
Absentee by Mail,ICC-Absentee by Mail - 1,26
Provisional,ICC-Provisional - 1,2
