Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee By Mail - 1,18,11,0,8,1,6,0,1,1,0,1,2
AV-Elections Office ICP 1 - 0,188,239,3,111,12,192,9,13,15,18,25,26
AV-Elections Office ICP 2 - 0,157,239,3,136,14,188,11,10,19,19,21,22
ICC-Absentee By Mail - 2,11,10,0,8,0,19,0,1,1,2,0,4
ICC-Absentee By Mail - 3,1,0,0,0,0,0,0,0,0,0,0,0
ED-Arabi ICP 1 - 0,47,35,0,24,3,8,2,1,4,4,3,0
ED-Coney ICP 1 - 0,55,69,2,40,6,5,0,0,2,1,0,4
ED-Cordele ICP 2 - 0,70,73,1,35,9,151,3,10,3,12,20,22
ED-Cordele ICP 1 - 0,64,72,3,38,7,156,5,6,12,13,17,14
ED-Listonia ICP 1 - 0,36,58,1,22,3,2,0,1,1,0,0,1
ED-Jamestown ICP 1 - 0,72,92,1,57,4,5,0,1,4,4,2,1
