Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Central  ICP 1A - 0,12,10,1,22,4,110,4,0,12,69,3,15
AV-Central  ICP 1B - 0,30,55,3,47,6,435,4,10,40,166,14,55
AV-Kennesaw  ICP 1A - 0,130,256,5,229,18,686,13,21,97,250,18,76
AV-Kennesaw  ICP 1B - 0,44,86,2,94,11,193,5,2,27,64,4,26
AV-Kennesaw  ICP 2A - 0,203,381,13,346,42,976,28,31,139,340,24,107
AV-Kennesaw  ICP 2B - 0,74,113,6,139,17,341,8,12,50,126,5,46
AV-Main Office  ICP 1B - 0,253,505,26,700,51,1735,48,53,289,937,63,289
AV-Main Office  ICP 1A - 0,116,148,7,177,16,865,30,23,110,385,23,128
AV-Main 2  ICP 1A - 0,59,60,2,98,7,287,5,4,52,67,8,64
AV-Main 2  ICP 1B - 0,137,155,12,262,24,574,14,7,83,127,13,100
AV-Northeast  ICP 2A - 0,188,246,15,337,37,421,7,18,87,221,22,45
AV-Northeast  ICP 1A - 0,313,439,27,559,65,671,12,34,199,345,26,81
AV-Northeast  ICP 2B - 0,161,285,15,322,36,352,10,21,105,233,8,45
AV-Northeast  ICP 1B - 0,278,499,22,608,51,607,16,21,179,350,14,89
AV-Powder Springs ICP 1B - 0,177,202,10,281,15,2410,39,32,180,413,43,423
AV-Powder Springs ICP 1A - 0,45,47,1,73,9,586,8,5,33,108,20,115
AV-Northwest  ICP 1A - 0,349,692,13,594,42,698,10,21,195,243,13,83
AV-South  ICP 1A - 0,166,179,14,301,23,2959,44,30,245,749,39,731
AV-South  ICP 1B - 0,20,36,3,58,8,547,11,4,72,214,10,113
AV-West ICP 1A - 0,586,981,25,1070,75,1411,18,19,257,431,27,193
AV-West ICP 1B - 0,213,348,3,361,27,509,8,11,72,186,12,74
AV-Northwest  ICP 1B - 0,92,245,3,178,27,203,0,4,42,74,6,26
AV-North  ICP 1A - 0,334,554,11,482,50,1115,16,23,158,288,32,140
AV-North  ICP 1B - 0,194,308,9,252,19,446,3,17,63,106,24,55
AV-Mableton  ICP 1A - 0,62,79,5,108,12,647,14,16,55,189,25,89
AV-Mableton  ICP 1B - 0,35,60,6,72,7,540,8,10,59,235,14,89
AV-East ICP 1A - 0,319,501,30,590,52,663,10,20,244,419,19,85
AV-East ICP 1B - 0,474,1050,46,1037,96,1263,24,53,456,792,36,168
