Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
AV-Southwest  ICP 1A - 0,76,106,3,117,16,1483,20,12,65,278,26,270
AV-Southwest  ICP 1B - 0,10,15,0,28,0,188,2,4,18,45,5,35
AV-Smyrna  ICP 1A - 0,5,17,1,44,2,107,2,2,16,87,3,7
AV-Smyrna  ICP 2A - 0,28,33,3,39,5,210,4,7,25,120,4,31
AV-Smyrna  ICP 1B - 0,202,277,25,464,40,1516,35,29,315,872,40,232
AV-Smyrna  ICP 2B - 0,198,289,22,465,54,1533,29,17,332,824,40,270
ICC-Absentee by Mail 1 - 196,0,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 194,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 197,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 195,2,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 99,1,0,0,0,1,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 193,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 191,0,2,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 190,0,0,0,2,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 192,0,1,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 198,1,1,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 204,1,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 205,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 202,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 203,1,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 199,0,0,0,0,0,1,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 200,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 19,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 20,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 201,0,0,0,0,0,0,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 2,1,0,0,0,0,4,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 189,0,0,0,0,0,0,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 176,0,3,0,0,1,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 177,0,0,0,0,0,3,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 178,3,0,0,1,0,2,0,0,0,3,0,0
ICC-Absentee by Mail 1 - 179,2,1,1,5,0,3,0,0,1,1,0,1
ICC-Absentee by Mail 1 - 175,1,2,0,1,0,1,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 172,0,0,0,0,0,0,1,0,0,1,0,0
ICC-Absentee by Mail 1 - 174,0,0,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 173,2,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 18,0,0,0,2,0,2,1,0,0,1,0,0
ICC-Absentee by Mail 1 - 186,0,4,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 180,4,0,0,0,0,3,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 187,1,0,1,0,0,2,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 188,0,0,0,4,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 185,0,3,0,1,0,3,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 182,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 206,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 184,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 181,0,0,0,3,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 183,0,2,0,0,0,3,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 232,0,0,0,0,0,0,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 23,0,0,0,0,0,4,0,0,3,3,0,0
ICC-Absentee by Mail 1 - 207,0,0,0,0,0,2,0,0,0,0,0,3
ICC-Absentee by Mail 1 - 231,0,0,0,2,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 230,0,0,0,1,0,0,0,0,0,1,1,0
ICC-Absentee by Mail 1 - 226,0,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 229,0,0,0,1,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 233,0,0,0,0,0,0,0,0,0,2,0,1
ICC-Absentee by Mail 1 - 227,0,1,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 228,1,1,1,1,0,2,0,0,1,1,0,1
ICC-Absentee by Mail 1 - 239,0,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 240,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 241,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 234,0,0,2,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 24,0,0,0,3,0,0,0,0,0,0,0,3
ICC-Absentee by Mail 1 - 237,0,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 225,0,0,0,3,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 238,0,0,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 236,0,0,0,1,0,2,0,0,2,3,0,0
ICC-Absentee by Mail 1 - 235,0,2,0,0,2,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 212,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 213,0,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 211,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 224,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 214,2,0,0,1,0,0,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 210,0,2,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 215,0,0,0,0,0,1,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 208,0,0,0,0,0,1,0,1,0,1,0,0
ICC-Absentee by Mail 1 - 209,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 21,0,0,0,1,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 222,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 221,1,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 216,0,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 220,1,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 223,1,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 219,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 218,0,3,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 171,0,0,0,0,0,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 22,0,0,0,1,1,1,0,0,1,0,0,2
ICC-Absentee by Mail 1 - 217,0,2,0,2,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 123,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 122,0,0,0,0,2,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 124,2,1,0,4,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 121,0,3,0,0,0,3,0,0,0,3,0,0
ICC-Absentee by Mail 1 - 170,0,0,0,0,0,1,0,0,0,3,0,1
ICC-Absentee by Mail 1 - 118,1,0,0,0,0,2,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 119,0,4,0,0,0,6,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 120,1,0,0,0,0,2,0,0,1,2,0,0
ICC-Absentee by Mail 1 - 12,1,0,0,1,0,1,0,0,1,1,0,0
ICC-Absentee by Mail 1 - 125,0,0,0,3,2,5,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 132,0,2,0,3,0,2,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 126,0,0,0,1,0,4,0,0,0,1,0,2
ICC-Absentee by Mail 1 - 130,1,0,0,0,0,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 133,0,2,0,0,1,2,0,0,2,1,0,0
ICC-Absentee by Mail 1 - 131,1,1,0,2,1,2,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 13,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 117,0,3,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 128,0,0,0,0,0,3,0,0,0,0,0,3
ICC-Absentee by Mail 1 - 127,0,0,0,4,0,0,0,0,0,0,2,0
ICC-Absentee by Mail 1 - 129,0,0,0,2,0,1,0,0,0,2,0,1
ICC-Absentee by Mail 1 - 116,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 104,1,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 105,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 106,0,0,0,4,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 103,0,0,0,0,0,1,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 102,0,0,0,0,0,3,0,0,1,0,0,1
ICC-Absentee by Mail 1 - 10,0,0,0,0,0,2,0,0,2,0,0,2
ICC-Absentee by Mail 1 - 100,0,0,0,0,0,4,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 101,0,2,0,3,0,4,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 107,0,0,0,4,0,2,0,0,1,1,0,0
ICC-Absentee by Mail 1 - 108,2,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 113,0,0,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 114,0,1,0,0,0,0,0,0,0,0,1,0
ICC-Absentee by Mail 1 - 115,0,0,0,0,0,0,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 112,1,3,0,4,0,3,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 111,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 109,0,0,0,1,0,0,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 11,1,1,0,5,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 110,0,0,0,1,0,0,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 134,0,1,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 135,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 159,0,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 16,2,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 160,0,2,0,0,0,0,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 158,0,2,0,2,1,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 157,0,1,0,0,0,2,0,0,0,2,0,2
ICC-Absentee by Mail 1 - 154,2,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 155,0,0,0,1,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 156,1,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 161,2,0,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 162,1,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 168,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 169,3,2,0,6,0,5,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 167,0,0,0,0,0,3,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 17,0,0,0,1,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 165,1,0,0,0,0,1,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 163,1,2,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 153,0,0,0,0,0,2,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 164,0,1,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 166,0,4,0,0,0,0,0,0,1,0,0,1
ICC-Absentee by Mail 1 - 141,0,0,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 152,1,2,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 140,0,0,0,1,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 142,0,0,0,1,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 14,0,2,0,1,0,5,0,1,0,0,0,0
ICC-Absentee by Mail 1 - 136,0,0,0,0,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 138,0,1,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 137,0,0,0,0,1,1,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 143,2,2,0,1,0,2,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 139,1,1,0,6,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 151,0,0,0,0,0,2,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 144,0,0,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 150,0,0,0,2,0,0,0,1,0,2,0,0
ICC-Absentee by Mail 1 - 149,1,2,0,0,1,4,0,0,0,1,0,2
ICC-Absentee by Mail 1 - 15,0,0,0,1,0,0,0,0,0,1,1,0
ICC-Absentee by Mail 1 - 242,0,0,0,0,0,0,0,1,0,0,0,0
ICC-Absentee by Mail 1 - 146,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 145,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 148,2,0,0,0,0,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 147,0,1,0,0,0,0,0,0,3,1,0,1
ICC-Absentee by Mail 1 - 50,1,2,0,3,0,1,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 243,0,0,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 51,0,1,0,0,0,5,0,0,2,1,0,0
ICC-Absentee by Mail 1 - 5,0,1,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 52,2,0,0,1,0,4,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 53,0,0,0,0,0,0,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 47,1,1,0,2,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 48,2,2,0,0,0,1,0,0,0,0,1,2
ICC-Absentee by Mail 1 - 49,0,2,1,0,0,3,0,0,3,0,0,1
ICC-Absentee by Mail 1 - 46,0,2,0,0,0,3,0,0,2,1,0,1
ICC-Absentee by Mail 1 - 54,0,2,0,4,0,0,0,0,1,0,0,1
ICC-Absentee by Mail 1 - 6,0,0,0,1,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 61,0,0,0,1,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 59,0,3,0,2,0,3,0,0,0,0,1,1
ICC-Absentee by Mail 1 - 60,0,3,0,1,0,4,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 45,1,0,0,1,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 58,0,0,0,0,0,1,0,1,0,2,0,6
ICC-Absentee by Mail 1 - 57,2,2,0,1,0,2,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 56,1,1,0,0,0,0,0,0,2,0,0,0
ICC-Absentee by Mail 1 - 55,0,2,0,1,0,0,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 33,0,2,0,0,0,0,0,0,0,1,0,1
ICC-Absentee by Mail 1 - 320,1,0,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 44,0,0,0,4,0,4,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 34,2,0,0,3,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 32,0,0,0,2,0,3,0,0,3,0,0,2
ICC-Absentee by Mail 1 - 316,4,2,0,1,1,1,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 35,0,3,0,2,0,1,0,0,1,2,0,0
ICC-Absentee by Mail 1 - 318,2,0,0,1,0,1,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 319,2,2,0,1,0,3,1,0,0,2,0,0
ICC-Absentee by Mail 1 - 317,0,7,0,9,0,5,0,0,3,1,0,0
ICC-Absentee by Mail 1 - 41,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 36,2,1,0,2,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 42,1,0,0,1,0,6,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 40,0,1,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 43,2,1,0,0,0,6,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 62,0,0,0,0,0,4,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 39,1,1,0,2,0,2,0,0,2,1,0,0
ICC-Absentee by Mail 1 - 37,1,1,0,3,0,3,0,0,1,1,0,0
ICC-Absentee by Mail 1 - 4,0,0,0,0,0,0,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 38,0,0,0,0,0,2,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 88,0,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 89,3,0,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 86,0,0,1,1,1,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 87,0,0,0,1,0,3,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 63,2,2,0,0,0,1,0,1,0,0,1,0
ICC-Absentee by Mail 1 - 83,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 82,2,2,2,2,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 85,0,0,0,1,0,2,0,0,2,2,0,0
ICC-Absentee by Mail 1 - 9,0,2,0,3,0,2,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 84,2,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 96,0,2,0,2,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 95,3,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 98,1,0,0,2,0,1,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 90,1,0,0,3,1,1,0,0,4,0,0,0
ICC-Absentee by Mail 1 - 97,0,2,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 94,0,0,0,0,0,2,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 81,0,1,0,0,0,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 92,0,4,0,1,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 91,2,1,0,1,0,2,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 93,2,0,0,0,3,4,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 80,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 68,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 70,2,1,0,0,0,1,0,0,3,1,0,2
ICC-Absentee by Mail 1 - 69,0,0,0,4,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 7,1,1,0,0,0,4,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 64,1,0,0,2,0,4,0,0,1,0,0,2
ICC-Absentee by Mail 1 - 71,1,0,0,1,0,1,1,1,0,0,0,0
ICC-Absentee by Mail 1 - 67,0,2,0,2,1,1,0,0,1,3,0,0
ICC-Absentee by Mail 1 - 66,1,2,0,0,0,6,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 65,0,0,0,0,0,3,0,0,1,1,0,0
ICC-Absentee by Mail 1 - 77,0,1,0,0,0,1,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 72,0,0,0,0,0,3,0,0,2,1,0,0
ICC-Absentee by Mail 1 - 79,1,1,0,0,0,4,0,0,1,1,0,1
ICC-Absentee by Mail 1 - 8,0,1,0,3,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 78,1,0,0,0,0,2,0,0,4,0,0,1
ICC-Absentee by Mail 1 - 76,0,1,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 74,4,1,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 75,0,1,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 73,0,1,0,1,0,1,0,0,2,0,0,1
ICC-Absentee by Mail 1 - 315,2,4,0,4,0,5,0,1,1,1,0,0
ICC-Absentee by Mail 1 - 269,0,0,0,0,2,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 268,0,0,0,0,0,0,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 266,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 267,0,0,0,0,0,0,0,0,0,3,0,0
ICC-Absentee by Mail 1 - 314,3,3,0,2,2,3,0,0,0,1,0,1
ICC-Absentee by Mail 1 - 265,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 262,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 263,0,2,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 264,0,0,0,0,0,2,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 27,0,0,0,0,1,3,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 270,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 276,0,1,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 278,1,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 277,0,0,0,0,0,0,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 275,0,1,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 261,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 274,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 272,1,1,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 273,0,0,0,1,0,0,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 271,0,0,0,0,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 249,0,0,0,2,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 260,1,2,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 250,1,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 248,0,0,0,0,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 25,1,0,0,1,0,4,0,0,3,0,0,0
ICC-Absentee by Mail 1 - 251,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 246,0,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 244,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 247,0,0,0,1,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 245,1,2,0,1,0,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 258,0,0,0,0,0,0,0,0,0,0,0,2
ICC-Absentee by Mail 1 - 257,2,0,0,1,0,0,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 259,0,2,0,0,0,1,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 26,0,0,1,2,0,4,0,0,0,1,0,0
ICC-Absentee by Mail 1 - 252,0,3,0,4,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 279,0,0,0,0,0,0,0,0,1,0,0,0
ICC-Absentee by Mail 1 - 254,0,0,0,0,0,0,0,0,0,0,0,1
ICC-Absentee by Mail 1 - 253,0,0,0,0,0,1,0,0,0,2,0,0
ICC-Absentee by Mail 1 - 256,0,0,0,3,0,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 255,0,0,0,2,1,2,0,0,0,0,0,0
ICC-Absentee by Mail 1 - 302,0,0,0,0,0,0,0,0,0,0,0,1
