Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC - Absentee By Mail - 3,1,7,0,4,0,8,0,0,2,2,0,1
ICC - Absentee By Mail - 4,4,4,0,9,0,4,0,0,2,1,0,0
ICC - Absentee By Mail - 2,7,4,1,9,1,2,0,0,2,0,0,0
ICC - Absentee By Mail - 5,6,10,0,1,0,6,0,0,2,1,0,0
ICC - Absentee By Mail - 1,6,6,0,6,2,3,0,0,1,0,0,1
AV-Elections Office ICP 1 - 0,482,802,10,592,54,144,3,9,69,38,10,18
AV-Elections Office ICP 2 - 0,479,793,17,512,53,148,3,10,65,52,4,28
ED-Dahlonega ICP 1 - 0,66,119,2,76,12,30,1,8,3,13,3,4
ED-Dahlonega ICP 2 - 0,81,193,1,110,15,29,0,1,12,17,0,5
ED-Dahlonega ICP 3 - 0,95,170,0,112,18,22,0,4,10,23,2,7
ED-Dahlonega ICP 4 - 0,95,183,3,126,9,32,1,2,15,9,3,5
ED-Dahlonega ICP 5 - 0,100,155,2,124,14,35,1,3,11,20,1,8
ED-Dahlonega ICP 6 - 0,90,145,6,110,20,23,0,2,9,18,4,4
ICC - Absentee By Mail - 6,1,0,0,2,0,0,0,0,0,0,0,0
ICC - Provisional - 1,1,0,0,0,0,1,0,0,0,0,0,0
