Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,48
Absentee by Mail,ICC-Absentee by Mail - 3,5
Absentee by Mail,ICC-Absentee by Mail - 2,31
Absentee by Mail,ICC-Absentee by Mail - 4,4
Advance Voting,AV-Elections Office ICP 1 - 0,1911
Election Day,ED-County Admin Judicial Ctr ICP 1 - 0,907
Election Day,ED-County Admin Judicial Ctr ICP 2 - 0,926
Advance Voting,ICC-Advance In Person - 1,50
Advance Voting,ICC-Advance In Person - 2,100
Advance Voting,ICC-Advance In Person - 3,100
Advance Voting,ICC-Advance In Person - 4,100
Advance Voting,ICC-Advance In Person - 5,100
Advance Voting,ICC-Advance In Person - 6,100
Advance Voting,ICC-Advance In Person - 7,100
Advance Voting,ICC-Advance In Person - 8,100
Advance Voting,ICC-Advance In Person - 9,99
Advance Voting,ICC-Advance In Person - 10,100
Advance Voting,ICC-Advance In Person - 11,25
Advance Voting,ICC-Advance In Person - 12,10
Advance Voting,ICC-Advance In Person - 13,100
Advance Voting,ICC-Advance In Person - 14,100
Advance Voting,ICC-Advance In Person - 15,100
Advance Voting,ICC-Advance In Person - 16,100
Advance Voting,ICC-Advance In Person - 17,100
Advance Voting,ICC-Advance In Person - 18,100
Advance Voting,ICC-Advance In Person - 19,100
Advance Voting,ICC-Advance In Person - 20,100
Advance Voting,ICC-Advance In Person - 21,100
Advance Voting,ICC-Advance In Person - 22,67
Advance Voting,ICC-Advance In Person - 23,19
Absentee by Mail,ICC-Absentee by Mail - 5,2
Provisional,ICC-Provisional - 1,1
