Batch Name,"US Senate - Rep - Earl L. ""Buddy"" Carter",US Senate - Rep - Mike Collins,US Senate - Rep - John F. Coyne III,US Senate - Rep - Derek Dooley,"US Senate - Rep - Jonathan ""Jon"" McColumn",Governor - Dem - Keisha Lance Bottoms,Governor - Dem - Olu Brown,Governor - Dem - Amanda Duffy,Governor - Dem - Geoff Duncan,Governor - Dem - Jason Esteves,Governor - Dem - Derrick Jackson,"Governor - Dem - Michael ""Mike"" Thurmond"
ICC-Absentee by Mail - 26,4,2,0,2,1,8,0,1,0,0,0,3
ICC-Absentee by Mail - 27,13,4,0,5,0,0,0,0,1,0,0,1
ICC-Absentee by Mail - 28,0,7,0,6,0,2,0,0,2,2,0,0
ICC-Absentee by Mail - 29,4,2,1,2,1,7,0,1,0,0,0,3
ICC-Absentee by Mail - 30,6,7,0,5,1,1,0,0,2,0,0,0
ICC-Absentee by Mail - 31,5,4,1,3,1,7,0,0,1,0,0,0
ICC-Absentee by Mail - 32,4,2,0,2,0,7,0,0,3,0,1,3
ICC-Absentee by Mail - 33,3,5,0,7,1,2,0,0,3,0,0,3
ICC-Absentee by Mail - 34,4,6,0,2,0,6,0,0,3,3,0,0
ICC-Absentee by Mail - 35,4,4,0,5,0,6,0,0,4,0,0,0
ICC-Absentee by Mail - 36,7,2,0,6,0,4,1,0,1,2,0,1
ICC-Absentee by Mail - 37,3,5,0,5,0,5,0,0,0,0,0,0
ICC-Absentee by Mail - 38,1,0,0,0,1,1,0,0,1,0,0,0
ICC-Absentee by Mail - 39,4,7,0,6,0,1,0,1,1,0,0,0
ICC-Absentee by Mail - 40,0,1,0,1,0,5,1,0,2,3,0,1
AV-SOUTH 1 ICP1 - 0,312,557,19,509,58,329,6,9,109,148,10,26
AV-SOUTH 1 ICP2 - 0,305,543,15,489,53,327,6,19,98,146,6,30
AV-EAST 1 ICP1 - 0,108,200,2,91,4,86,1,4,17,25,5,23
AV-EAST 1 ICP2 - 0,118,168,3,113,12,72,0,2,15,23,2,31
ICC-Absentee by Mail - 41,0,3,1,3,0,3,0,1,1,3,0,1
ICC-Absentee by Mail - 42,0,1,0,0,0,0,0,0,0,0,0,0
AV-WEST ICP1 - 0,271,432,8,478,28,125,1,8,73,46,5,19
AV-SOUTH 2 ICP1 - 0,403,637,11,589,69,260,7,11,72,99,10,39
AV-SOUTH 2 ICP2 - 0,390,582,14,528,69,260,2,9,103,81,8,37
AV-MAIN ICP1 - 0,293,512,16,552,44,365,10,11,124,163,15,75
AV-MAIN ICP2 - 0,304,503,18,516,38,382,12,17,110,109,13,70
AV-NORTH ICP2 - 0,315,450,9,396,35,79,0,5,36,29,6,18
AV-NORTH ICP1 - 0,350,426,3,439,26,85,2,3,27,16,5,10
ED-Gainesville II  ICP 1 - 0,3,11,0,7,0,136,2,4,11,19,3,45
ED-Glade  ICP 1 - 0,75,155,2,112,13,46,0,6,10,38,2,8
ED-Gainesville I  ICP 1 - 0,72,107,1,167,5,60,0,2,10,38,1,9
ED-Oakwood I  ICP 1 - 0,44,65,3,74,7,90,0,6,18,51,6,6
ED-Gillsville  ICP 1 - 0,47,90,0,92,6,13,0,1,1,3,0,3
ED-Big Hickory  ICP 1 - 0,123,218,3,236,19,29,1,2,10,7,2,5
ED-Fork  ICP 1 - 0,117,225,1,235,11,32,3,3,25,19,3,6
ED-Morgan II  ICP 1 - 0,77,161,4,165,29,84,4,6,12,54,5,7
ED-Friendship II  ICP 1 - 0,81,186,1,130,13,67,3,2,7,44,2,4
ED-Lula  ICP 1 - 0,84,185,1,124,10,29,0,4,3,9,4,6
ED-Chestatee  ICP 1 - 0,111,207,3,166,17,42,3,3,10,38,0,2
ED-Gainesville III  ICP 1 - 0,30,67,0,46,6,101,6,11,9,74,5,8
ED-Oakwood II  ICP 1 - 0,119,183,1,231,19,55,1,3,16,30,2,9
ED-Candler  ICP 1 - 0,62,103,2,99,20,32,0,3,9,32,4,2
ED-Candler  ICP 2 - 0,62,99,1,88,17,45,5,2,4,41,3,11
ED-Gainesville IV  ICP 1 - 0,41,67,6,97,13,43,5,2,16,34,2,10
ED-Chicopee  ICP 1 - 0,47,68,3,80,7,89,1,6,16,66,6,16
ED-Morgan I  ICP 1 - 0,113,219,4,204,26,52,0,7,11,40,5,6
ED-Friendship IV  ICP 1 - 0,66,128,2,132,16,53,2,7,21,47,3,3
ED-Flowery Branch II  ICP 1 - 0,85,114,2,109,14,77,3,3,9,49,4,4
ED-Tadmore  ICP 1 - 0,31,48,1,40,1,43,2,2,3,54,4,9
ED-Tadmore  ICP 2 - 0,30,55,1,44,2,56,1,5,6,58,5,12
ED-Friendship III  ICP 1 - 0,82,133,1,139,19,46,0,7,7,30,5,13
ED-West Whelchel  ICP 1 - 0,104,184,7,287,21,42,0,1,24,20,6,7
ED-Whelchel  ICP 1 - 0,119,197,1,188,18,37,0,5,15,30,3,11
ED-Quillians  ICP 1 - 0,95,174,4,147,8,19,0,0,6,10,0,4
ED-Bark Camp  ICP 1 - 0,96,118,0,138,7,23,1,3,8,13,3,3
ED-Bark Camp  ICP 2 - 0,59,114,2,95,10,25,2,3,13,16,1,5
ED-Friendship I  ICP 2 - 0,118,183,3,132,18,51,1,1,26,26,5,12
ED-Friendship I  ICP 1 - 0,97,196,7,152,17,51,2,1,28,30,1,4
ED-Wilson  ICP 1 - 0,69,116,2,103,8,45,2,3,14,31,2,7
ED-Wilson  ICP 2 - 0,79,143,1,128,9,46,2,3,12,34,1,8
ED-Gainesville V  ICP 1 - 0,17,29,0,53,3,17,0,1,4,10,0,9
ED-Flowery Branch I  ICP 1 - 0,115,177,6,193,25,74,0,4,18,49,4,11
ED-Clermont  ICP 1 - 0,128,219,5,177,19,12,0,2,9,12,2,6
ED-Roberts  ICP 2 - 0,71,132,3,110,7,44,0,1,15,19,0,6
ED-Roberts  ICP 1 - 0,78,161,1,134,14,65,2,1,20,19,3,3
ICC-Absentee by Mail - 43,0,0,0,0,0,1,0,0,0,0,0,0
ICC-Provisional - 1,3,3,0,0,0,3,0,0,0,0,0,0
