Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,31
Election Day,ED-Lumpkin ICP 1 - 0,102
Advance Voting,AV-Elections Office ICP 1 - 0,355
Election Day,ED-Louvale ICP 1 - 0,85
Election Day,ED-Richland ICP 1 - 0,198
Election Day,ED-Omaha ICP 1 - 0,37
Election Day,ICC-Election Day - 1,2
Provisional,ICC-Provisional - 1,1
